star_name,Simbad_ID,GaiaDR3_ID,distance_pc,ra_combined,dec_combined
2MASS J04085395-7203535,2MASS J04085395-7203535,Gaia DR3 4653742651724109952,,62.22484923692996,-72.0647062591783
Flo 156,Flo 156,Gaia DR3 4685490259707560832,181.73350524902344,11.01431433569211,-74.626165947527
HD  12695,HD  12695,Gaia DR3 4713123529528076288,66.393798828125,30.550946474652072,-62.59175934688425
UCAC4 157-001576,UCAC4 157-001576,Gaia DR3 4717948633228035968,45.47159957885742,27.73788772434314,-58.73434458074919
L  173-39,L  173-39,Gaia DR3 4719084256940884608,20.910921565224303,27.111207764279293,-56.9782811568962
CD-58   693,CD-58   693,Gaia DR3 4729955162764256512,240.66600036621094,51.91630075781836,-58.16356101429644
LEHPM 3427,LEHPM 3427,Gaia DR3 4730672387943135616,29.649099349975586,54.19846408033787,-55.75124359679025
CD-53   544,CD-53   544,Gaia DR3 4742040410461492096,43.59749052844518,40.445863483694914,-52.99795055090574
V* ER Eri,V* ER Eri,Gaia DR3 4743636248509810944,207.62840270996094,32.53326142452378,-54.511076694507764
HD  13183,HD  13183,Gaia DR3 4743944043046490240,49.50709915161133,31.825892379213336,-53.19913777685722
EXO 0235.2-5216,EXO 0235.2-5216,Gaia DR3 4745195905754074496,38.83917474521501,39.21616683987317,-52.051001697179956
TYC 8055-1068-1,TYC 8055-1068-1,Gaia DR3 4746142619625208192,287.61252840173717,37.15194955215728,-50.351658552031985
V* MV Eri,V* MV Eri,Gaia DR3 4752256797628777728,361.5085144042969,42.79798080458583,-47.88549198147656
V* XZ Pic,V* XZ Pic,Gaia DR3 4759113214700934784,47.882630097105974,86.30565559325913,-59.92324383347157
ASAS J051837-5803.2,ASAS J051837-5803.2,Gaia DR3 4763215458223067136,318.1876034109711,79.65655716533693,-58.053296394174836
RX J0505.6-5755,RX J0505.6-5755,Gaia DR3 4763797134235000448,91.1552963256836,76.40222807726181,-57.92655614051509
CPD-56   965,CPD-56   965,Gaia DR3 4767150777842690048,63.45137403950483,88.42238883713685,-56.67702185382159
Gaia DR3 4767761453472575360,,Gaia DR3 4767761453472575360,99.36029815673828,88.17333912193988,-54.48617940627062
SIPS J0542-5314,SIPS J0542-5314,Gaia DR3 4768909313548256640,24.680299758911133,85.72842607413263,-53.248773630162184
HD  35139,HD  35139,Gaia DR3 4772070821795189760,159.34970092773438,79.93686815918612,-52.0380680207484
CD-56  1032B,CD-56  1032B,Gaia DR3 4776266798684508928,11.086299896240234,73.37843024194483,-55.858486559127094
V* AG Dor,V* AG Dor,Gaia DR3 4780401443441735168,33.64726229050373,61.87273873790832,-52.57248367150858
V* W Cae,V* W Cae,Gaia DR3 4787243704301393792,342.9419860839844,72.58987915393729,-45.78042576176694
CD-48  1893,CD-48  1893,Gaia DR3 4795596831576255488,24.53536158989143,84.22975768680871,-47.963304982766054
V* SZ Pic,V* SZ Pic,Gaia DR3 4803409475871194624,185.01339721679688,88.36399235420666,-43.55894829958572
HD  32517,HD  32517,Gaia DR3 4810788405781049600,93.79740142822266,75.4007423517914,-44.830564411028845
V* T Tau,V* T Tau,Gaia DR3 48192969034959232,145.1357745170607,65.49763291666666,19.535120000000003
CD-39  1935,CD-39  1935,Gaia DR3 4819467229015867648,225.40499877929688,80.69040058971167,-39.28499737972396
CD-45  1384,CD-45  1384,Gaia DR3 4838343163605429760,101.08689880371094,60.97279865647686,-44.65875404402606
UCAC4 233-004158,UCAC4 233-004158,Gaia DR3 4841603146861616896,93.5479947987315,59.62376145569007,-43.42144929079583
2MASS J04291842-3123568,2MASS J04291842-3123568,Gaia DR3 4872659466967320576,17.00868293263711,67.3272896118439,-31.398652716282406
CD-27  1701,CD-27  1701,Gaia DR3 4892280324981220224,371.0437460576602,66.40710923448295,-27.045073242373373
LP  834-32,LP  834-32,Gaia DR3 4894315447987680640,16.773300170898438,68.90113171549795,-25.46047870256822
HD   8558,HD   8558,Gaia DR3 4909846500703006976,45.23139953613281,20.839329303533823,-57.48090751727353
V* BC Phe,V* BC Phe,Gaia DR3 4910693055937045888,112.4999008178711,20.5790036577259,-56.73158964643604
HD   3237,HD   3237,Gaia DR3 4926330860064079872,258.2586975097656,8.791887307738017,-50.33475090811129
V* BW Phe,V* BW Phe,Gaia DR3 4928347433108236416,31.417000995918933,14.23177290647748,-51.87546502553087
V* DG Phe,V* DG Phe,Gaia DR3 4928644747924606848,15.926356527417223,17.25788966853827,-51.013378113702665
HD  14366,HD  14366,Gaia DR3 4938300659039198592,256.6564025878906,34.43129741210769,-50.245049163765074
UCAC4 236-002415,UCAC4 236-002415,Gaia DR3 4946915641880235904,39.51491490463076,39.951985413458445,-42.884856813114084
V* CC Eri,V* CC Eri,Gaia DR3 4946938113149426944,11.520700454711914,38.59437994852723,-43.797656906533284
HD  10922,HD  10922,Gaia DR3 4954077173428971520,82.88999938964844,26.553516594686585,-46.94806509423127
Gaia DR3 4975284381905517824,Gaia DR3 4975284381905517824,Gaia DR3 4975284381905517824,15.094544680606981,11.436071926527749,-47.548637979609296
Gaia DR3 4975284381907834752,Gaia DR3 4975284381907834752,Gaia DR3 4975284381907834752,14.949850725740504,11.435777957393372,-47.54849900150127
HD   2726,HD   2726,Gaia DR3 4975675979846583296,89.80970001220703,7.6095876720499716,-48.215267130652386
CD-39   325A,CD-39   325A,Gaia DR3 4988735051246293504,49.93932372167816,18.367974427645134,-38.35104130877387
CD-38   336,CD-38   336,Gaia DR3 4989261339359367168,284.75390625,15.051214381670489,-38.31064789381195
G 269-153B,G 269-153B,Gaia DR3 5015892473055253248,25.127080208152734,21.116569415584674,-33.919460773430735
HD   9770C,HD   9770C,Gaia DR3 5022972468944971648,21.849995411500966,23.75506775545655,-29.90937914705131
CD-28  1030,CD-28  1030,Gaia DR3 5059643105878789632,19.616600036621094,46.98061747753933,-28.22022128578243
2MASS J02412721-3049149,2MASS J02412721-3049149,Gaia DR3 5065500341757331712,45.04321896860037,40.36395712548707,-30.820941761170673
HD  10611B,HD  10611B,Gaia DR3 5135642002423826560,30.580572162505163,25.809376750864896,-21.615652595985825
G 272-50,G 272-50,Gaia DR3 5139838838307254144,30.256270612084354,23.918104782668482,-20.061673523691788
RX J0215.9-0929,RX J0215.9-0929,Gaia DR3 5176144780975494144,41.65052708742029,33.99603744969769,-9.486954819276527
V* DR Oct,V* DR Oct,Gaia DR3 5191563228620951424,122.77570343017578,151.84384038168466,-85.07407487186471
Ass Cha T 2-21,Ass Cha T 2-21,Gaia DR3 5201203647406601600,178.0373166215639,166.56354729508055,-77.36576140794992
ASAS J081940-7401.3,ASAS J081940-7401.3,Gaia DR3 5219983787046519168,64.88408458289265,124.92922875764143,-74.02289673600153
HD  99558,HD  99558,Gaia DR3 5224570777761543808,266.3788146972656,171.44984130561235,-76.5081395313343
UCAC4 094-020646,UCAC4 094-020646,Gaia DR3 5230353246852075904,657.4329833984375,152.52953613955125,-71.30782685562761
HD 310308,HD 310308,Gaia DR3 5231722379355280000,129.26739501953125,164.92023051288896,-69.2842961104537
V* GT Mus,*  12 Mus,Gaia DR3 5236523877939131008,141.7082061767578,174.8728743386449,-65.39777970019077
HD 310778,HD 310778,Gaia DR3 5237169669221576960,81.65869903564453,174.46399542801402,-65.76755488869809
Gaia DR3 5237270068366411392,,Gaia DR3 5237270068366411392,,173.9842259277706,-65.5033821431924
V* V385 Car,HD  96548,Gaia DR3 5240040631514998272,2799.552071668533,166.57165660288888,-65.50979697238908
TYC 8962-532-1,TYC 8962-532-1,Gaia DR3 5241745115057943936,338.127197265625,164.17537895538777,-62.29463640107219
TYC 8946-1483-1,TYC 8946-1483-1,Gaia DR3 5255990456414479744,258.1742858886719,148.15984831845324,-62.3872337107381
V* V396 Car,HD  86161,Gaia DR3 5259375577836135168,2283.10502283105,148.72035208605246,-57.72727605176957
HD  87525,HD  87525,Gaia DR3 5259763533631431936,317.17041015625,150.9688457911756,-56.18969390232011
V* AE Men,V* AE Men,Gaia DR3 5266088852223008512,293.2379332590464,96.41777815349585,-72.04306689718257
CPD-64   887,CPD-64   887,Gaia DR3 5273149812814876672,125.1415023803711,126.78972469549917,-65.0781655113602
HD  46605,HD  46605,Gaia DR3 5280219054107537792,434.5686950683594,97.20863431211014,-68.13014829246389
2MASS J07420784-6243554,2MASS J07420784-6243554,Gaia DR3 5288949863624851200,26.01919937133789,115.53272510312564,-62.7317368650973
Gaia DR3 5293211398894457984,,Gaia DR3 5293211398894457984,,108.61716505160905,-60.57432617801728
Gaia DR3 5297173867008407552,,Gaia DR3 5297173867008407552,,135.2842160757089,-63.3360901850106
HD  77455,HD  77455,Gaia DR3 5297546498364785536,145.92520141601562,134.8355163652145,-63.4667431293904
V* V474 Car,V* V474 Car,Gaia DR3 5297948988345256576,201.922607421875,135.09796665802668,-63.00170516344112
SCR J0838-5855,SCR J0838-5855,Gaia DR3 5302788969815543936,11.111987723475963,129.50851733832945,-58.934301092646784
CD-57  2315,CD-57  2315,Gaia DR3 5304243658062322176,97.57679748535156,132.53346804766434,-57.766299342230354
CPD-55  1885,CPD-55  1885,Gaia DR3 5305106431102283648,140.7819061279297,135.0140710504133,-55.640017151297684
Gaia DR3 5305975663776393984,,Gaia DR3 5305975663776393984,361.3122863769531,146.21935168274075,-57.59553950381841
UCAC4 169-026375,UCAC4 169-026375,Gaia DR3 5309864189715186048,137.6096954345703,138.98957997828148,-56.240507693229304
CD-54  2644,CD-54  2644,Gaia DR3 5310142950274535424,135.06170654296875,138.3202203189921,-55.48414383119786
2MASS J09180165-5452332,2MASS J09180165-5452332,Gaia DR3 5310606291358320512,51.556490446582316,139.50642991156346,-54.87578681326038
HD  74341B,HD  74341B,Gaia DR3 5315004200401758592,71.22760782079133,130.17933387313718,-57.54580127009279
TYC 8576-789-1,TYC 8576-789-1,Gaia DR3 5315255610606071552,70.27410125732422,128.5703779901087,-57.01542937825973
ASAS J114826-6115.3,ASAS J114826-6115.3,Gaia DR3 5334979333081018112,115.7750015258789,177.11391193714218,-61.25920215290344
HD 304428,HD 304428,Gaia DR3 5336687737963799680,112.34400177001953,173.03447098613447,-58.05559607176188
WR  38b,WR  38b,Gaia DR3 5337278278787851136,7507.5075075075065,166.57734733600267,-61.23714213140727
WRAY 15-682,WRAY 15-682,Gaia DR3 5338229115839425664,8680.555555555557,163.49818747928552,-60.44564322676116
UCAC4 169-070105,UCAC4 169-070105,Gaia DR3 5342369292491441664,110.06990051269531,176.96344069748582,-56.366379504364524
Gaia DR3 5342527965771021568,,Gaia DR3 5342527965771021568,,174.2531678761704,-57.68031834920035
Gaia DR3 5342804389867068032,,Gaia DR3 5342804389867068032,,172.08203538039675,-57.06742954677111
ASAS J115920-5440.1,ASAS J115920-5440.1,Gaia DR3 5344237500170145536,110.03400050615639,179.84195255540124,-54.674153177457434
UCAC4 170-066724,UCAC4 170-066724,Gaia DR3 5345926521837097216,108.11512098082038,171.88302586606662,-56.1995410101954
HD 300971,HD 300971,Gaia DR3 5351321271319687168,582.30943923601,161.1725749754374,-56.57274048910453
TYC 8601-3383-1,TYC 8601-3383-1,Gaia DR3 5354101115913192960,871.2177124023438,158.887478634562,-53.87432696539695
V* V543 Vel,CD-50  4879,Gaia DR3 5358517819760129664,216.90440368652344,152.7673291510976,-51.32995799417393
CD-47  5769,CD-47  5769,Gaia DR3 5365266381602474880,333.4939880371094,154.73306195848664,-48.42065646835119
1RXS J115928.5-524717,1RXS J115928.5-524717,Gaia DR3 5368479017141170304,9.460272531531087,179.85615309644894,-52.78916142373409
HD 104021,HD 104021,Gaia DR3 5368481662840656512,107.9447021484375,179.66196672869208,-52.76875362419435
HD 100133,HD 100133,Gaia DR3 5372802537376750080,244.7081854888046,172.71952248657223,-50.94270739677853
TWA 3A,TWA 3A,Gaia DR3 5396978667759696000,36.901100158691406,167.6156531439757,-37.53105714841606
TYC 8186-95-1,TYC 8186-95-1,Gaia DR3 5407543084728641408,91.87200164794922,151.60512400128377,-47.70382343899172
V* LU Vel,CD-45  5627,Gaia DR3 5408648849826522112,15.45359992980957,149.64610696127892,-46.42724566366923
[M81] I-308,[M81] I-308,Gaia DR3 5416606290347735040,85.09600067138672,156.50850040886783,-41.09830200222843
CD-40  5002,CD-40  5002,Gaia DR3 5428554992446544128,549.7576293945312,137.8991523807366,-41.28954600894595
CD-37  6436,CD-37  6436,Gaia DR3 5444926205186863872,273.9248046875,154.43609518392446,-38.0884042958024
HD  89697,HD  89697,Gaia DR3 5445339552837499008,319.4442138671875,155.0906767996108,-36.20378975745688
V* AK Pic,HD  48189,Gaia DR3 5479778765278589568,21.879348520518455,99.50108246925384,-61.53305327925275
V* AB Pic,HD  44627,Gaia DR3 5495052596695570816,50.12969970703125,94.80392459132621,-58.05411209740835
CD-56  1450,CD-56  1450,Gaia DR3 5496053289715459200,406.8275146484375,93.27494738611207,-56.34038616916114
Gaia DR3 5499773933983349504,,Gaia DR3 5499773933983349504,,94.4756884293632,-54.449687162875264
CD-46  3485,CD-46  3485,Gaia DR3 5518595477112147072,277.96551513671875,117.69806572308676,-46.752687646691484
HD  75347,HD  75347,Gaia DR3 5524172955997468672,438.7456970214844,131.982410557695,-42.58947167502936
V* VX Pyx,V* VX Pyx,Gaia DR3 5542781262598356608,136.72909545898438,128.2436491519788,-34.6340256225395
CD-35  4072,CD-35  4072,Gaia DR3 5545489875126696576,231.4694061279297,119.74110157521106,-35.37145918972815
HD  41824A,HD  41824A,Gaia DR3 5554191685020871424,30.64299964904785,91.19381858578474,-48.45839929665534
2MASS J06375666-3711326,2MASS J06375666-3711326,Gaia DR3 5580144591843832960,35.31460011512559,99.4858605370388,-37.191856030538226
HD  56142,HD  56142,Gaia DR3 5590148910708941568,235.38819885253906,108.55850035484647,-36.42660014575208
V* CY Pyx,HD  78644,Gaia DR3 5623132266681284480,49.805198669433594,137.07112833624763,-37.11488426486087
HD  74208,HD  74208,Gaia DR3 5626442896194176256,130.27369689941406,130.3385307155384,-35.95412133776409
HD  76298,HD  76298,Gaia DR3 5628906798669681152,175.25411847178407,133.5584484987233,-31.88514726459159
TYC 7151-762-1,TYC 7151-762-1,Gaia DR3 5635421439420753408,471.0650939941406,135.86621186093458,-30.373651365151943
ASAS J084944-3100.6,ASAS J084944-3100.6,Gaia DR3 5641193669310516096,410.75628662109375,132.4316721083469,-31.008997210816595
L  532-12,L  532-12,Gaia DR3 5641353923129557504,30.16327380108527,133.5085370096646,-30.860199165163625
CD-28  6572,CD-28  6572,Gaia DR3 5642583039694409216,386.88330078125,132.23221973505304,-28.800177984514615
CD-28  6606,CD-28  6606,Gaia DR3 5642611730074967040,757.1168988491823,132.58129857009774,-28.944092139940587
V* TY Pyx,V* TY Pyx,Gaia DR3 5648046341168575616,54.49409866333008,134.92777907172263,-27.816505839659726
ATO J137.1989-27.6803,ATO J137.1989-27.6803,Gaia DR3 5648230852964229760,519.7929077148438,137.1989503462152,-27.68035889854695
HD  77787,HD  77787,Gaia DR3 5651415210433351168,160.5290069580078,135.98362022194198,-23.848587148585633
V* V402 Hya,V* V402 Hya,Gaia DR3 5756823564825367936,47.536650757734215,133.30020589629424,-7.7227839535335825
ASAS J142845-7430.5,ASAS J142845-7430.5,Gaia DR3 5796192888624311936,58.44774479376713,217.19905141879082,-74.50591321918601
Gaia DR3 5796376816313164032,,Gaia DR3 5796376816313164032,90.67859649658203,217.9017898754104,-73.6674146389586
TYC 9261-1334-1,TYC 9261-1334-1,Gaia DR3 5798023644217810816,754.6600256584409,220.233287531138,-70.77056870853293
1RXS J173405.5-711539,1RXS J173405.5-711539,Gaia DR3 5804000348900069376,25.360177927008337,263.5204405551808,-71.25654769680236
TYC 9293-1369-1,TYC 9293-1369-1,Gaia DR3 5810000280767826688,334.6789855957031,264.14994694597164,-71.11284643652999
V* V824 Ara,HD 155555,Gaia DR3 5811866422581688320,30.34800052198561,259.3560288463286,-66.9516463630546
CD-63  1238,CD-63  1238,Gaia DR3 5817673772417658112,204.62869262695312,254.1368694716175,-63.883970479244354
UCAC4 131-159578,UCAC4 131-159578,Gaia DR3 5817680163344187264,512.1353149414062,254.2256477035599,-63.8235773861024
ASAS J152648-6553.6,ASAS J152648-6553.6,Gaia DR3 5824135602293972864,325.1503820516989,231.70488900882995,-65.89327033986845
V* LS TrA,V* LS TrA,Gaia DR3 5826978080376853888,113.07489776611328,231.93978214085982,-63.020806511833584
V* CM Nor,V* CM Nor,Gaia DR3 5834676689019113472,292.295101134105,243.2098072938818,-58.41135037305242
ASAS J122224-7136.8,ASAS J122224-7136.8,Gaia DR3 5842775554171002496,95.2031021118164,185.59257393741845,-71.61784782628845
CD-69  1055,CD-69  1055,Gaia DR3 5844573358774024320,95.11640167236328,194.60605291581425,-70.48039226617388
ASAS J131400-6846.5,ASAS J131400-6846.5,Gaia DR3 5844826212095061632,201.88519287109375,198.50445428088383,-68.77738619290889
1RXS J125608.8-692652,1RXS J125608.8-692652,Gaia DR3 5844909156504879360,91.61070251464844,194.0340895364987,-69.44842481496511
HD 128700,HD 128700,Gaia DR3 5848792769029094144,383.27978515625,220.38235125329302,-66.79460450118458
V* alf Cir,* alf Cir,Gaia DR3 5849837854861497856,16.39532405357992,220.62472315663254,-64.97617739215704
Gaia DR3 5850293224436890496,,Gaia DR3 5850293224436890496,,207.38780282917546,-68.30822992553006
V* tet Mus,* tet Mus,Gaia DR3 5858915766471945984,2167.7866897897247,197.0297594341892,-65.30602945763631
V* EE Mus A,V* EE Mus A,Gaia DR3 5860165876807095296,101.96040344238281,187.73462001056248,-65.8401356894002
2MASS J12203127-6504004,2MASS J12203127-6504004,Gaia DR3 5860870217105595136,122.67559814453125,185.1300374861143,-65.06696090189692
CPD-63  2367,CPD-63  2367,Gaia DR3 5861423821187455360,104.12002957008839,189.16197446325137,-63.745477382367476
V* FI Cru,V* FI Cru,Gaia DR3 5862876928853591040,103.71299743652344,191.14466503316962,-63.52956972943843
HD 312273,HD 312273,Gaia DR3 5863440943942345728,116.99359893798828,195.6956157461364,-62.233137480168814
UPM J1337-6538,UPM J1337-6538,Gaia DR3 5863734784140858240,101.16849613030503,204.47039961851635,-65.63393510689862
1RXS J134442.5-634758,1RXS J134442.5-634758,Gaia DR3 5864546021863527552,98.92077435182163,206.1779609415554,-63.79717203683862
RX J0915.7+0653,RX J0915.7+0653,Gaia DR3 586722739139332864,245.29644074864476,138.9299583333333,6.894508888888889
WR 62-1,WR 62-1,Gaia DR3 5879035832756714112,6644.518272425249,221.72317209297782,-59.32731855147802
V* V343 Nor,HD 139084,Gaia DR3 5882581895219921024,38.490299224853516,234.73936530440275,-57.708008517689656
HD 138589,HD 138589,Gaia DR3 5882681877717907712,141.68319637291017,233.94676980486992,-56.90389172568617
CD-52  6194,CD-52  6194,Gaia DR3 5897665511103933824,170.20117779215033,218.94997357950763,-52.682278689871715
HD 163029B,HD 163029B,Gaia DR3 5918461021173369984,40.92574024432667,269.3833248610535,-57.664266228378246
* R Ara A,* R Ara A,Gaia DR3 5927710108691789952,297.77020263671875,249.9362986245731,-56.99448696068281
HD 148937,HD 148937,Gaia DR3 5941151986262863104,1125.7708740234375,248.4682837623773,-48.11125857779851
TYC 8729-143-1,TYC 8729-143-1,Gaia DR3 5945136032270806528,562.6195566557893,266.487355507131,-52.54383978066592
HD 156385,HD 156385,Gaia DR3 5952743072247166464,1383.1258644536654,259.8745873213279,-45.639980733192765
Gaia DR3 5954839222405630720,,Gaia DR3 5954839222405630720,,267.2037794425423,-44.092660252571086
CD-43 11887,CD-43 11887,Gaia DR3 5955394544512544512,124.09919738769531,264.52532277733985,-44.058926703878505
Gaia DR3 5957337926975113472,Gaia DR3 5957337926975113472,Gaia DR3 5957337926975113472,100.03620147705078,266.61308355092234,-41.71326103162253
2MASS J17320606-3952257,2MASS J17320606-3952257,Gaia DR3 5961653578828921600,112.71410369873047,263.02528445813266,-39.873979342682844
HD 152270,HD 152270,Gaia DR3 5966509541883497984,1500.3750937734435,253.58207589631988,-41.81987959641257
HD 152408,HD 152408,Gaia DR3 5966563486675142912,1846.0402436773122,253.7437684795529,-41.15086637583546
V* V919 Sco,HD 151932,Gaia DR3 5968019618048049664,1788.9087656529516,253.080187908199,-41.854530063725456
HD 150372,HD 150372,Gaia DR3 5969200871522420992,224.43099975585938,250.59992409065006,-40.05833178692356
HD 149777,HD 149777,Gaia DR3 5969379129832538880,185.93581495667698,249.66022030339406,-39.55108404768213
HD 152705,HD 152705,Gaia DR3 5970189332424492160,15.668100357055664,254.17809476004484,-39.13735925768554
HD 151770,HD 151770,Gaia DR3 5971703085067765376,115.00270080566406,252.73950615093793,-36.755641075377255
HD 157529,HD 157529,Gaia DR3 5972521190445923072,123.73560333251953,261.3925506139671,-38.811272155533494
1RXS J171502.4-333344,1RXS J171502.4-333344,Gaia DR3 5978985558581221760,25.895700454711914,258.7592145205467,-33.56195269409699
HD 327816,HD 327816,Gaia DR3 5984927495551580672,339.9048266485384,241.65326706918952,-46.30724582387442
RX J1531.4-4711A,RX J1531.4-4711A,Gaia DR3 5986939704898034432,101.63944423551892,232.85373554608643,-47.18648300995277
TYC 7845-55-1,TYC 7845-55-1,Gaia DR3 5989480401391030528,168.46949768066406,237.49328255854664,-43.110386890431634
Gaia DR3 5992268350573835648,,Gaia DR3 5992268350573835648,188.47039794921875,245.53906522085398,-43.55842911539236
VASC J1628-41,VASC J1628-41,Gaia DR3 5992786564128914048,287.26849365234375,247.19703422729611,-41.8775613775786
RX J1608.9-3905,RX J1608.9-3905,Gaia DR3 5997035351934438784,156.74226868759698,242.22609392306913,-39.101713669503624
V* HR Lup,V* HR Lup,Gaia DR3 6005290206037557760,107.90750122070312,227.0503482758016,-40.584072205097485
CD-37 10122,CD-37 10122,Gaia DR3 6007138867342995200,227.0988006591797,229.53130893107252,-38.07345326914459
2MASS J15504672-3829267,2MASS J15504672-3829267,Gaia DR3 6008790677412412416,200.36830139160156,237.69460559802073,-38.49086301835171
BD+11  1857,BD+11  1857,Gaia DR3 602381910727382144,283.4949254408346,127.77640958333333,11.186081666666666
ASAS J162341-3306.2,ASAS J162341-3306.2,Gaia DR3 6024820560513713280,152.7747039794922,245.91987633866955,-33.104416066812036
HD 153888,HD 153888,Gaia DR3 6028073465759840000,133.47214436347133,255.8884147473162,-32.61418487301198
2MASS J16241860-2854475,2MASS J16241860-2854475,Gaia DR3 6038192786565512064,247.85459899902344,246.07748790203706,-28.913267753977294
CD-24 12794,CD-24 12794,Gaia DR3 6046931911141561600,80.49909973144531,250.98719191499544,-25.143754212290613
V* V2248 Oph,DoAr 51,Gaia DR3 6047570826172040960,147.11723772674443,248.04912511846956,-24.67277558221826
2MASS J16303563-2434188,2MASS J16303563-2434188,Gaia DR3 6047584810585556480,125.03900146484375,247.64846185558542,-24.57198475147837
CD-23 12815,CD-23 12815,Gaia DR3 6050318269513902976,131.84230041503906,244.07473716841255,-23.663306871827483
HD 147808,HD 147808,Gaia DR3 6051770105896200704,130.62162832921874,246.21397491788844,-22.659168196764163
UCAC4 343-082828,UCAC4 343-082828,Gaia DR3 6052211216217175040,141.17713495122328,245.74767230079354,-21.521925924413882
TYC 8983-2153-1,TYC 8983-2153-1,Gaia DR3 6053411535019155968,301.92325110956796,186.17439146972927,-64.6171050905281
HD 104919,HD 104919,Gaia DR3 6054046850929570560,101.0199966430664,181.2032048477983,-64.1654138757872
V* FT Cru,HD 112245,Gaia DR3 6055724499479516544,77.54039764404297,194.03867477099254,-61.457150815900526
Gaia DR3 6055915848895776000,,Gaia DR3 6055915848895776000,,197.5224987928405,-59.94918460205463
HD 110390,HD 110390,Gaia DR3 6056324729772558080,116.73515128875607,190.61302899292357,-61.018567806222386
HD 311775,HD 311775,Gaia DR3 6056356306358366080,99.55899810791016,191.2454643380925,-60.44475533400902
1RXS J124830.1-594449,1RXS J124830.1-594449,Gaia DR3 6056695059045701120,92.86344430514929,192.13101446849606,-59.74710537476609
HD 110244,HD 110244,Gaia DR3 6059997201683638016,104.59149932861328,190.32543390432755,-58.432279913124965
2MASS J12411522-5823312,2MASS J12411522-5823312,Gaia DR3 6060009296312432896,119.66519927978516,190.31318956075629,-58.39204774298795
[FS2003] 0652,[FS2003] 0652,Gaia DR3 6061619084401853952,130.468505859375,193.06110661507608,-55.89376459081534
TYC 8674-2317-1,TYC 8674-2317-1,Gaia DR3 6062016420446377856,107.62110137939453,200.33415326248485,-59.06234840964628
HD 113902,HD 113902,Gaia DR3 6067992334818940032,97.97530364990234,196.90923599727876,-53.45985841663841
ASAS J121704-5743.9,ASAS J121704-5743.9,Gaia DR3 6071720710040995072,201.15029907226562,184.26867653345076,-57.73223693279365
Gaia DR3 6071982256374864256,,Gaia DR3 6071982256374864256,,180.47187376976103,-58.68273538629467
