star_name,Simbad_ID,GaiaDR3_ID,distance_pc,ra_combined,dec_combined
Gaia DR3 5969660050709091840,Gaia DR3 5969660050709091840,Gaia DR3 5969660050709091840,122.6156005859375,253.13707369058525,-40.38026663050692
Gaia DR3 5971238129102004992,Gaia DR3 5971238129102004992,Gaia DR3 5971238129102004992,164.20880126953125,253.07441216803247,-38.18922856821203
Gaia DR3 5971281937775791360,Gaia DR3 5971281937775791360,Gaia DR3 5971281937775791360,165.8582000732422,252.71233695760333,-38.20735676883068
THA 15-40,THA 15-40,Gaia DR3 5997388638756468736,159.97184495528788,242.55077380660822,-39.355100989383395
V* V1062 Sco,V* V1062 Sco,Gaia DR3 6017520318720281216,177.61099243164062,249.62884966905585,-39.15242441377621
Gaia DR3 6030626703472132736,,Gaia DR3 6030626703472132736,134.8574981689453,249.40028586795717,-31.67381531516186
GSS 20,GSS 20,Gaia DR3 6049135813472323072,137.0632821173536,246.48962714671967,-24.508942262887164
V* V2246 Oph,Haro 1-6,Gaia DR3 6049142032584969088,136.16743147374012,246.51251867033312,-24.39350624503321
GSS 35,GSS 35,Gaia DR3 6049161961233192576,146.5437652955055,246.6423853434658,-24.391308440363677
VSSG  11,VSSG  11,Gaia DR3 6049164877514306688,148.1042654028436,246.68230851262174,-24.276023319942478
Gaia DR3 6057329816508585088,Gaia DR3 6057329816508585088,Gaia DR3 6057329816508585088,110.82479858398438,195.5996815492344,-57.76504934298612
Gaia DR3 6062610225433820288,,Gaia DR3 6062610225433820288,,203.86857650530234,-57.25306670741313
UCAC4 166-081616,UCAC4 166-081616,Gaia DR3 6075429981240520704,104.99320220947266,180.33251060987376,-56.817435585879196
Gaia DR3 6090676737160646528,Gaia DR3 6090676737160646528,Gaia DR3 6090676737160646528,90.85489654541016,211.79038252213707,-50.03431156770472
V* V863 Cen,HD 105382,Gaia DR3 6126517517699891712,133.81199645996094,182.02153096729992,-50.661322294031365
Gaia DR3 6130530322820978304,,Gaia DR3 6130530322820978304,,180.15075027940435,-49.49059646166765
Gaia DR3 6130530322823774720,,Gaia DR3 6130530322823774720,,180.15116723927505,-49.49058120116625
Gaia DR3 6180928843454749056,,Gaia DR3 6180928843454749056,123.57869720458984,196.0924559705067,-31.798709561097077
UCAC4 259-075711,UCAC4 259-075711,Gaia DR3 6197960106773771776,119.93309783935547,226.32031118553945,-38.23679932311318
Gaia DR3 6235695792513633024,,Gaia DR3 6235695792513633024,,239.31964175243087,-25.488738140334494
V* V927 Sco,*   3 Sco,Gaia DR3 6235747125966268928,147.2675018310547,238.6646419613549,-25.243848064617076
V* V913 Sco,V* V913 Sco,Gaia DR3 6236109243250504576,148.10809326171875,239.6452163958625,-24.831598622578685
RX J1558.1-2405A,RX J1558.1-2405A,Gaia DR3 6236961742717464448,128.02960205078125,239.53387194380673,-24.098160765383515
V* V1040 Sco,HD 142184,Gaia DR3 6237015550067390592,145.19769287109375,238.48270056966044,-23.97820254162301
UCAC4 338-079303,UCAC4 338-079303,Gaia DR3 6243216486414537600,140.67449951171875,240.001469245381,-22.549961167089602
[PGZ2001] J160517.9-202420,[PGZ2001] J160517.9-202420,Gaia DR3 6244078950206439936,144.35638704834497,241.32459803292502,-20.405557408913033
2MASS J15563425-2003332,2MASS J15563425-2003332,Gaia DR3 6246974033037885056,140.32859802246094,239.14265696575495,-20.0593489553327
2MASS J16040975-1833367,2MASS J16040975-1833367,Gaia DR3 6249046852976613632,153.41079711914062,241.04058965454482,-18.560291072944207
HD 124498A,HD 124498A,Gaia DR3 6298167775459045632,28.988280038380484,213.58848617834568,-15.356876138958809
UCAC4 053-023945,UCAC4 053-023945,Gaia DR3 6349781084650820608,69.23817238920161,316.8693745690227,-79.44122505425139
UCAC4 048-020372,UCAC4 048-020372,Gaia DR3 6354622303067152768,75.07056633235241,330.35438270333174,-80.57655759582394
Gaia DR3 6554241971983423232,,Gaia DR3 6554241971983423232,,343.4484770092796,-35.623783141313574
G 275-23,G 275-23,Gaia DR3 6556746796910473472,38.89630126953125,349.10167602619396,-31.84346133014019
Gaia DR3 6569856995605449344,,Gaia DR3 6569856995605449344,,333.5969900721959,-41.87291667861283
UCAC3 89-412162,UCAC3 89-412162,Gaia DR3 6575769340208406144,31.600069520152946,320.57310452149335,-45.775304399503874
2MASS J20390476-4117390,2MASS J20390476-4117390,Gaia DR3 6681126197945439232,38.88890075683594,309.7702826436394,-41.294394654565394
SCR J1928-3634,SCR J1928-3634,Gaia DR3 6739573178062978944,25.139400482177734,292.1405142812056,-36.57702997871573
V* FI Cnc,V* FI Cnc,Gaia DR3 707686163705277184,206.67989417989418,128.07225291666666,29.319310833333333
V* DM UMa,V* DM UMa,Gaia DR3 861644351670829568,185.6596487319446,163.93143249999997,60.469366944444445
LP  532-81 C,LP  532-81 C,Gaia DR3 9178383766474496,25.142558305592708,51.42596624999999,5.864115555555555
Gaia DR3 961025698716736768,,Gaia DR3 961025698716736768,,,
2MASS J09481615+5114518,2MASS J09481615+5114518,,35.971869997661834,147.06725,51.24773555555556
2MASS J10534129+5253040,2MASS J10534129+5253040,,45.08261388995334,163.42203791666665,52.88446888888889
[VCS2020] BDR J1750+3809,[VCS2020] BDR J1750+3809,,,267.5047083333333,38.15541666666667
SCR J0103-5515,SCR J0103-5515,Gaia DR3 4914632365579875200,47.214353163361665,15.89929865424943,-55.265840341189275
G 165-61,G 165-61,Gaia DR3 1477446592088319872,16.666666666666668,214.2589179789399,31.712410442146457
* i Boo B,* i Boo B,Gaia DR3 1588936345294751872,12.806048552852484,225.94474343510842,47.654414825408395
V* OT Ser,V* OT Ser,Gaia DR3 1214160733157163008,11.451461263714556,230.47094024402693,20.97832225750799
2MASS J14333139+3417472,2MASS J14333139+3417472,Gaia DR3 1287845363887270400,47.485599517822266,218.38037745212281,34.29633241611881
V* EV Dra,V* EV Dra,Gaia DR3 1403766939225964288,57.48780059814453,240.44716923106932,51.347915840454625
V* CR Dra,BD+55  1823,Gaia DR3 1429437378934511616,20.14898156972656,244.27298578329305,55.2671877781025
V* V833 Tau,HD 283750,Gaia DR3 151650076838458112,17.39514640624973,69.20100874999999,27.132191111111112
G 123-35,G 123-35,Gaia DR3 1534831272173203072,23.50933202934905,187.2610461646017,41.72942423929911
G 223-74,G 223-74,Gaia DR3 1611087248283201024,18.38640022277832,219.22599903132598,58.34545498649245
TYC 2210-819-1,TYC 2210-819-1,Gaia DR3 1799807905112973824,277.86700439453125,327.89326827720055,26.64679455734526
Ross  776,Ross  776,Gaia DR3 1851868127125091840,19.70055161544523,319.02526757391206,29.864317928119615
Ross  826,Ross  826,Gaia DR3 1851868127125091968,20.042499542236328,319.0170758904822,29.862969517965567
BD+33  4462,BD+33  4462,Gaia DR3 1905374971433861120,208.6549072265625,333.61810634729017,33.94162844840278
G 190-27,G 190-27,Gaia DR3 1923896622760418176,15.052805240784673,352.34657450570336,41.46426656329359
V* CS Cet,V* CS Cet,Gaia DR3 2351327473088460288,93.49109649658203,16.70409486754384,-22.85625726533498
HD 223621,HD 223621,Gaia DR3 2390140439707258368,105.11730194091797,357.7890886495969,-19.04956688118198
V* FL Aqr,V* FL Aqr,Gaia DR3 2400808245117576704,8.838299751281738,339.69068815030255,-20.614689446269768
1RXS J001650.6-071013,1RXS J001650.6-071013,Gaia DR3 2431240115634106112,71.21980285644531,4.208590507092514,-7.170961004436129
RX J0143.7-0602,RX J0143.7-0602,Gaia DR3 2479453696216295296,21.381099700927734,25.938336565497654,-6.044620735641335
Gaia DR3 2505549337686811392,,Gaia DR3 2505549337686811392,40.26089859008789,25.991810682935878,-1.8250824240363064
L  788-34,L  788-34,Gaia DR3 2595284016771502080,7.234424284515438,335.78059284429975,-17.610507570693272
StKM 1-2018A,StKM 1-2018A,Gaia DR3 2609049322146297472,26.138802267802483,338.34528208518947,-9.614922668293527
V* FG Aqr,Wolf 1561 A,Gaia DR3 2616132101175106816,11.051030342814013,334.3269747930502,-8.804702900332636
V* SZ Psc,V* SZ Psc,Gaia DR3 2658507622907361536,112.4437026977539,348.34918214130636,2.675562277711697
V* EQ Peg A,BD+19  5116A,Gaia DR3 2824770686019003904,6.263176156839952,352.97012375450475,19.93699282660293
V* EQ Peg B,BD+19  5116B,Gaia DR3 2824770686019004032,6.2535762639259325,352.9716753030632,19.937313746866927
V* EZ Peg,V* EZ Peg,Gaia DR3 2844189676273462400,161.4261932373047,349.2219329109453,25.71953342461029
HD 220242,HD 220242,Gaia DR3 2844641816070874240,69.72579956054688,350.49227182385454,26.608571830224967
V* II Peg,HD 224085,Gaia DR3 2855095251072482432,39.12439601713648,358.76979425420905,28.633832306526546
TYC 1736-851-1,TYC 1736-851-1,Gaia DR3 2860458423979097984,54.75911465463426,4.294044004933888,29.530688499854428
V* OU And,V* OU And,Gaia DR3 2879545297298063488,140.22959899902344,357.4206611293978,36.42506931220349
RX J0711.2-2117A,RX J0711.2-2117A,Gaia DR3 2928420272788743296,19.860657626095314,107.82001459728738,-21.298800904869406
V* YZ CMi,V* YZ CMi,Gaia DR3 3136952686035250688,5.9791998863220215,116.1658359308822,3.5504844454883244
V* EI Eri,V* EI Eri,Gaia DR3 3195770373365197440,54.40814816426908,62.420554633310864,-7.892370797022711
RX J0520.5+0616,RX J0520.5+0616,Gaia DR3 3240923360251087104,97.50409698486328,80.13264012269349,6.26974068246389
HD  24681,HD  24681,Gaia DR3 3256189465023650048,55.66659927368164,58.83520889295704,-1.7296295355636968
HD  24916B,HD  24916B,Gaia DR3 3256334497479304832,15.350500106811523,59.36949755306553,-1.1571447425364605
V* V711 Tau,HD  22468,Gaia DR3 3263936692671872384,29.430548320545764,54.196900129947615,0.5870418111533462
G  99-49,G  99-49,Gaia DR3 3316364602541746048,5.1996002197265625,90.01597644159976,2.7063740799024933
V* V998 Ori,Ross   42,Gaia DR3 3338162729799839104,12.921899795532227,83.06025541111765,9.819849871438162
PM J04472+2038,PM J04472+2038,Gaia DR3 3410346286637015040,23.261277648936147,71.80145707098099,20.63589614554352
HD 115247,HD 115247,Gaia DR3 3634806603285152512,118.58470153808594,199.01254361885486,-5.668902230472798
G 124-43,G 124-43,Gaia DR3 3652910371473481344,17.518199920654297,216.9820370876051,-0.3751301143973934
G 124-44,G 124-44,Gaia DR3 3652910405833716864,17.437700271606445,216.98338440234295,-0.3717579253833862
G  13-22,G  13-22,Gaia DR3 3698534434669937024,8.08780116949605,183.56472559955648,0.6227271293051196
Gaia DR3 3762813911653741184,,Gaia DR3 3762813911653741184,33.99129867553711,163.31364867180298,-8.994737920656862
PM J09551-0819,PM J09551-0819,Gaia DR3 3771533721761978496,31.775699615478516,148.7894251635707,-8.32389203781162
PM J11422-0122,PM J11422-0122,Gaia DR3 3793898411041910144,18.49423627126606,175.55398369123793,-1.3687129840118293
G  10-49,G  10-49,Gaia DR3 3795993633527490560,18.8218994140625,176.9183832811517,0.2551360375501735
V* RY Sex,V* RY Sex,Gaia DR3 3858896247076028288,15.270299911499023,159.00215147100806,5.120786583129691
BD+36  2219,BD+36  2219,Gaia DR3 4031586157514097024,8.756999969482422,177.77908194992455,35.273139643103185
HD 321269,HD 321269,Gaia DR3 4039144234808290304,222.3345947265625,271.4851107902543,-34.641759668459486
UCAC3 152-281176,UCAC3 152-281176,Gaia DR3 4105057482987021184,18.006000518798828,281.25349053436855,-14.15148223686185
UCAC3 152-281185,UCAC3 152-281185,Gaia DR3 4105057482994688384,18.140490845401295,281.25425628648765,-14.151981665763437
PM J17394-2327,PM J17394-2327,Gaia DR3 4116504399886241792,18.66521326872681,264.84928189317486,-23.452189183848812
HD 162563,HD 162563,Gaia DR3 4119507440995141632,158.64109802246094,268.08065218141513,-19.121849339801653
PM J18057-1422,PM J18057-1422,Gaia DR3 4147112604476417792,9.452300071716309,271.43447434344563,-14.378357625594514
HD 159911,HD 159911,Gaia DR3 4161560427799517184,33.23699951171875,264.4435653798342,-13.246837610534449
SCR J2009-0113,SCR J2009-0113,Gaia DR3 4223813264304668288,10.840800285339355,302.32583654605094,-1.2289714355165018
* bet Aql B,* bet Aql B,Gaia DR3 4296708789289490816,13.599699974060059,298.82854636282065,6.408313496636442
1RXS J172615.6-031131,1RXS J172615.6-031131,Gaia DR3 4363875373342033664,18.52739906311035,261.5634344754104,-3.192392272704998
LSPM J1619+0140,LSPM J1619+0140,Gaia DR3 4408913744737288320,22.273451159889966,244.79571590214417,1.6780196174044082
G 183-10A,G 183-10A,Gaia DR3 4502798839309818368,20.733553108996286,268.25134217312507,16.91653367638175
G 183-10B,G 183-10B,Gaia DR3 4502798843608169600,21.05874969991282,268.25157090483185,16.916443459878547
V* V639 Her,Ross  867,Gaia DR3 4574048021719712640,10.757511701483354,259.9695666590066,26.502318754868263
RX J0419.2-7120A,RX J0419.2-7120A,Gaia DR3 4654199120848336384,52.78326137215367,64.80529376618387,-71.35331807624948
V* AB Dor,V* AB Dor,Gaia DR3 4660766641264343680,14.851536614235792,82.18736509782727,-65.44796165891661
V* CF Tuc,V* CF Tuc,Gaia DR3 4684818698623432576,87.47940063476562,13.286450228354413,-74.65146206232345
CD-56  1032A,CD-56  1032A,Gaia DR3 4776266794388393472,11.076700210571289,73.38100536092082,-55.8599651712478
SCR J0533-4257,SCR J0533-4257,Gaia DR3 4805600119646735616,10.424050369011383,83.3667058276365,-42.95553305572998
CD-35  2213,CD-35  2213,Gaia DR3 4822636399484228224,11.702489938784275,79.34425241093663,-35.36592307249036
UCAC2  15663091,UCAC2  15663091,Gaia DR3 4823476460727785728,42.49839568556287,76.09920834739316,-37.50570285904168
HD  23308,HD  23308,Gaia DR3 4835819303382515328,40.233299255371094,55.54059594356902,-45.95782773485185
UPM J0409-4435,UPM J0409-4435,Gaia DR3 4838250838987898880,14.666907203944811,62.384660594435694,-44.5937681602659
HD   3221,HD   3221,Gaia DR3 4901802507993393664,44.214698791503906,8.714179114938315,-61.916381256179015
CD-49   451,CD-49   451,Gaia DR3 4917782741272766592,22.203100204467773,24.34012397650971,-49.19514394700371
V* UX For,V* UX For,Gaia DR3 4952751402923758592,47.99270510882346,40.85702748285795,-37.92878353529694
2MASS J02295743-3606404,2MASS J02295743-3606404,Gaia DR3 4966072879648455296,19.73901079921281,37.489187626886974,-36.11070763794735
* alf For B,* alf For B,Gaia DR3 5059349158319689344,14.082741740824039,48.019242438399225,-28.984121178116506
2MASSI J0354200-143738,2MASSI J0354200-143738,Gaia DR3 5110641302736199424,17.791916420693422,58.583405672029585,-14.626996430366534
V* BL Cet,G 272-61A,Gaia DR3 5140693571158739840,2.719520363632507,24.771554293454546,-17.948299887129313
V* UV Cet,G 272-61B,Gaia DR3 5140693571158946048,2.6749103838148662,24.771674208211856,-17.947682860008488
2MASS J11414215-6521298,2MASS J11414215-6521298,Gaia DR3 5236539580341818624,100.75849914550781,175.4252212600259,-65.35832060080597
2MASS J08471906-5717547,2MASS J08471906-5717547,Gaia DR3 5304502936647141504,22.967650064883614,131.8283276427928,-57.298460350583476
HD  82533,HD  82533,Gaia DR3 5312052698887995392,54.2666015625,142.67769359508037,-53.52147215244746
TWA 22,TWA 22,Gaia DR3 5355751581627180288,19.79363159696999,154.36077015579116,-53.9073717343869
HD 102982,HD 102982,Gaia DR3 5368777294028600448,53.1510009765625,177.7875042854567,-51.8760714959614
CD-33  7795,CD-33  7795,Gaia DR3 5398663566249861120,49.674384410191195,172.97979588278142,-34.60765683405061
WT 2458,WT 2458,Gaia DR3 5439029627401396096,12.012055298697772,146.491875412928,-32.89101863068049
HD  56910,HD  56910,Gaia DR3 5485783679313899136,147.76723704820168,108.87099649713574,-58.54260750445327
ASAS J064119-3820.6,ASAS J064119-3820.6,Gaia DR3 5576851073482573952,111.92749786376953,100.32701956929749,-38.34342400558594
CD-30  6530,CD-30  6530,Gaia DR3 5640708647248169600,63.67885479947529,128.99871254809142,-30.70858670454957
SCR J1420-7516,SCR J1420-7516,Gaia DR3 5790131517243706752,24.490355697926155,215.15112948794152,-75.26846909507395
* zet TrA,* zet TrA,Gaia DR3 5808612830236138368,12.040499687194824,247.1198786603902,-70.08390985846162
* iot01 Nor C,* iot01 Nor C,Gaia DR3 5835692225477389568,40.994598388671875,240.87762813167717,-57.77683449327936
V* V645 Cen,NAME Proxima Centauri,Gaia DR3 5853498713190525696,1.3011000156402588,217.39232147200883,-62.67607511676666
CPD-62  4126,CPD-62  4126,Gaia DR3 5853502492753436416,665.4896850585938,216.76791915524447,-62.7820981795451
UCAC4 116-074732,UCAC4 116-074732,Gaia DR3 5857782032513889536,124.91429901123047,197.56831632183827,-66.9440972336262
V* V851 Cen,V* V851 Cen,Gaia DR3 5865871998528696576,74.06968475942166,206.0040319461099,-61.366374113773496
V* V841 Cen,V* V841 Cen,Gaia DR3 5878558747803059456,96.86479949951172,218.56590593144963,-60.40821130335994
CD-43  9546,CD-43  9546,Gaia DR3 5908372482296952064,14.133676310545136,225.319330232481,-43.65850785199451
WRAY 15-1674,WRAY 15-1674,Gaia DR3 5951200040752113280,53.51600128438403,259.9251559332322,-46.258006625439805
HD 321857,HD 321857,Gaia DR3 5969465746382705792,166.76394563495373,249.99694580994827,-39.416560105231405
CD-38 11343B,CD-38 11343B,Gaia DR3 5970189504209690496,15.768600463867188,254.20167987142375,-39.09401792053027
CD-38 11343A,CD-38 11343A,Gaia DR3 5970189504223192960,15.714099884033203,254.20268899770022,-39.09440697481273
HD 156781,HD 156781,Gaia DR3 5979547447728942080,201.8531951904297,260.2206301360518,-32.159327518466455
HD 156097,HD 156097,Gaia DR3 5980482376247739392,114.84259796142578,259.2414785467645,-31.151204562282857
UPM J1605-4947,UPM J1605-4947,Gaia DR3 5983356259047553792,16.141138111648253,241.289897795576,-49.799673535273236
PM J17021-2740,PM J17021-2740,Gaia DR3 6030284102539737728,23.874040561994917,255.53370583494313,-27.674485371140637
* i Sco,* i Sco,Gaia DR3 6046050824364599936,130.94239807128906,247.55195970622523,-25.115341157014107
V* V2130 Oph,EM* SR   20,Gaia DR3 6049107428032112384,138.09484353854228,247.13615259242033,-24.379294098035768
* rho Oph B,* rho Oph B,Gaia DR3 6050943410590451328,177.39450073242188,246.39592076294326,-23.44652445272394
* rho Oph A,* rho Oph A,Gaia DR3 6050943410590451456,137.72207684891887,246.3963061379905,-23.447279000082965
HD 147932,HD 147932,Gaia DR3 6050945747052676352,123.19974374453302,246.39613690149324,-23.40531652998211
UCAC4 124-057409,UCAC4 124-057409,Gaia DR3 6052999669198183168,104.68879699707031,183.1098595662969,-65.33978594673574
Gaia DR3 6061310052916532096,Gaia DR3 6061310052916532096,Gaia DR3 6061310052916532096,103.16799926757812,192.6866313239442,-56.91342307901903
Gaia DR3 6061701238540372480,,Gaia DR3 6061701238540372480,,193.10358546929933,-55.30423766705774
Gaia DR3 6077506851305480960,,Gaia DR3 6077506851305480960,100.00759887695312,186.25594684813308,-52.270748907366155
HD 109675,HD 109675,Gaia DR3 6079254941659027456,104.4201029582215,189.1939612039727,-50.33547318020877
HD 127444,HD 127444,Gaia DR3 6098208391815380480,113.23560333251953,218.209414999198,-46.70207815411515
WT 460,WT 460,Gaia DR3 6109949904687424640,9.113087030892455,212.99539892266262,-41.539721990460095
L  327-22,L  327-22,Gaia DR3 6131349562059299712,22.83501246791681,185.9092860303274,-46.1056960870971
HD 210547A,HD 210547A,Gaia DR3 6406144180994359424,171.8448028564453,333.2498411263321,-61.981355187880574
SCR J2241-6119A,SCR J2241-6119A,Gaia DR3 6406967509044836096,28.412723217456776,340.4362723950472,-61.32570605971657
UPM J2224-5826,UPM J2224-5826,Gaia DR3 6408509574103239552,15.845098318835069,336.1020654088805,-58.4372924747797
CD-64  1208,CD-64  1208,Gaia DR3 6438274728259539072,28.44294771332922,281.40458007645026,-64.86343307213502
TYC 9078-815-1,TYC 9078-815-1,Gaia DR3 6438561254116213760,404.81329345703125,286.01387555222624,-64.00397308781005
SCR J1845-6357,SCR J1845-6357,Gaia DR3 6439125097427143808,4.0053655877413386,281.29804386226,-63.96056736658412
LEHPM 2-783,LEHPM 2-783,Gaia DR3 6468337884421010048,16.35044898332908,304.9573471563971,-58.28012185634601
G   9-38A,G   9-38A,Gaia DR3 660597997696173440,5.150807929977857,134.5628120833333,19.763405
G   9-38B,G   9-38B,Gaia DR3 660597997697274752,5.0952324419563855,134.5631170833333,19.762732222222223
2MASS J19123926-5016173,2MASS J19123926-5016173,Gaia DR3 6658123517042686464,19.722387671141018,288.164090058716,-50.271765612752674
PM J19515-3510B,PM J19515-3510B,Gaia DR3 6746465363619405824,11.309146837962544,297.901838319155,-35.17702653343996
PM J19515-3510A,PM J19515-3510A,Gaia DR3 6746465363623545984,11.261500358581543,297.90137035633575,-35.17664567118845
* h02 Sgr,* h02 Sgr,Gaia DR3 6767903057227289088,58.82229995727539,294.1771467866805,-24.883724536359477
V* AT Mic A,V* AT Mic A,Gaia DR3 6792436799475128960,9.92141249165361,310.464334034236,-32.437036784381455
V* AT Mic B,V* AT Mic B,Gaia DR3 6792436799477051904,9.759900093078613,310.4647312153549,-32.437514921328194
V* AU Mic,HD 197481,Gaia DR3 6794047652729201024,9.714094762937231,311.2911826481039,-31.3425000799281
2MASS J21103096-2710513,2MASS J21103096-2710513,Gaia DR3 6801191424589717888,40.55720138549805,317.62939346252875,-27.181317661676555
LP  870-65,LP  870-65,Gaia DR3 6851779920225659136,18.250906157490718,301.1288564266629,-23.70213617627802
2MASS J09165078+2448559,2MASS J09165078+2448559,Gaia DR3 687790775678270336,35.09535407702728,139.21158041666666,24.81554861111111
HD 199143,HD 199143,Gaia DR3 6882840883188886784,45.85210037231445,313.94890428608846,-17.114444584368027
LP  755-19,LP  755-19,Gaia DR3 6904064446906104832,18.330999186103636,307.18249263835963,-11.475671724176959
V* FR Aqr,Ross  193,Gaia DR3 6913810483612308480,16.31730079650879,314.20579832436334,-4.847952653225154
LP  259-39,LP  259-39,Gaia DR3 715022826840557056,36.907859528686636,135.92408208333333,34.80614444444444
LSPM J1024+3902E,LSPM J1024+3902E,Gaia DR3 755921425282888960,17.90045556659417,156.0568008333333,39.042609166666665
V* CW UMa,V* CW UMa,Gaia DR3 758200712885953280,13.35400533358973,167.96558625,33.536452499999996
V* WX UMa,BD+44  2051B,Gaia DR3 778947608243864320,4.905993799805036,166.3786895833333,43.521634722222224
G 122-49,G 122-49,Gaia DR3 786834302080370304,8.042606512259345,177.74050208333333,48.37737805555555
LP  169-22,LP  169-22,Gaia DR3 788357434914248448,10.46877061039214,169.87754291666664,46.695314999999994
LP  212-62,LP  212-62,Gaia DR3 806039471675754112,18.19025184403678,155.9660870833333,43.89253472222222
V* BF Lyn,V* BF Lyn,Gaia DR3 812477352773908608,23.436273257571674,140.60809791666665,40.201056388888894
V* YY Gem,V* YY Gem,Gaia DR3 892348454394856064,15.080454223281203,113.65603083333332,31.869494166666666
V* BL Lyn,Ross  989,Gaia DR3 898506166187633280,11.990407673860911,112.98884624999998,36.229821388888894
LP  205-44,LP  205-44,Gaia DR3 958297608506090880,27.849490215081612,97.96140874999999,41.49596888888889
CD-58   538,CD-58   538,Gaia DR3 4726387007013852672,16.84352366515075,39.75473450592723,-58.18706606592923
* alf Gem,* alf Gem,,15.595757953836555,113.64947124999998,31.888282222222223
V* OY Vel,HD  77653,Gaia DR3 5323718860852841472,112.99435028248588,135.43558019351792,-52.18862992354079
V* i Boo,* i Boo,,12.507817385866167,225.94706499999998,47.654061666666664
HD  77653A,HD  77653A,,,135.43564333333333,-52.18868916666666
RX J0419.2-7120,RX J0419.2-7120,,,64.80626,-71.35312888888889
PM J19515-3510,PM J19515-3510,,11.723329425556859,297.899495,-35.177105
G 272-61,G 272-61,,2.6666666666666665,24.756053749999996,-17.950568055555554
StKM 1-2018,StKM 1-2018,,,338.34441374999994,-9.614926944444445
G  89-32,G  89-32,Gaia DR3 3142052633276822144,8.504124500382686,114.10571718789338,7.077276549440316
V* EI Cnc,G   9-38,,5.2631578947368425,134.56275708333334,19.763044444444443
G 131-26,G 131-26,Gaia DR3 2798766647610195456,18.09774592574495,2.2244339331135268,20.83928477475293
* sig CrB A,* sig CrB A,Gaia DR3 1328866562170960512,22.649099349975586,243.66878716838013,33.85822643128281
V* FK Com,V* FK Com,Gaia DR3 1443378980216311552,221.1938018798828,202.69474409501836,24.232619556370345
V* BH CVn,V* BH CVn,Gaia DR3 1475118788534734592,46.888260586197035,203.6996807618988,37.182371955123614
V* BI Cet,V* BI Cet,Gaia DR3 2534358706998049792,62.256034166111554,20.7090531400849,0.7109922107937554
SV* ZI  760,V* GS Leo,Gaia DR3 589720969909457792,35.426571345572036,142.64930999999999,10.601734722222222
V* sig Gem,* sig Gem,Gaia DR3 878467085735262720,36.871796762656246,115.82803166666666,28.88350861111111
